"_rdsrcinstid_","cycle_name","entity_id","analysis_run_name","reporting_dt","engine_schema","krm_run_id","krm_run_description","txn_id","prod_id","currency","tp_id","alt_param_id","yc_name","tp_class","tp_model_desc","a01","a02","a03","a04","a06","a07","sas_map_id","cut08","al_flag","signed_par_bal","cur_grs_rt","cust_inc","tp_org","tp_adj_total","tp_final","tp_inc","margin","issue_dt","mat_dt","yc_dt","start_dt","end_dt","duration","avg_life","tp_results"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","410820820031","        2420","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Subordinated Notes","Subordinated Notes","Austria","Niederoesterreich","AT-3","Fixed","          -1","-28156942.22","       8.125"," -2287751.56","    0.552384","           0","    0.552384","   155534.44"," -2132217.11","22NOV2021:00:00:00.000000","19SEP2023:00:00:00.000000","23NOV2021:00:00:00.000000","23NOV2021:00:00:00.000000","19SEP2023:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5437264200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1","   -547905.8","    1.387932","    -7604.56","    0.364298","           0","    0.364298","     1996.01","    -5608.55","30SEP2021:00:00:00.000000","17FEB2023:00:00:00.000000","17OCT2021:00:00:00.000000","17OCT2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5430451200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1"," -5479058.01","    1.387932","    -76045.6","    0.372686","           0","    0.372686","    20419.68","   -55625.92","30SEP2021:00:00:00.000000","01FEB2023:00:00:00.000000","01OCT2021:00:00:00.000000","01OCT2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5437738200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1"," -3287434.81","    1.387932","   -45627.36","    0.374268","           0","    0.374268","    12303.82","   -33323.54","30SEP2021:00:00:00.000000","08FEB2023:00:00:00.000000","08OCT2021:00:00:00.000000","08OCT2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5449456200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1"," -5479058.01","    1.394898","   -76427.27","    0.364688","           0","    0.364688","    19981.47","    -56445.8","01OCT2021:00:00:00.000000","16FEB2023:00:00:00.000000","16OCT2021:00:00:00.000000","16OCT2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5432230200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1"," -5479058.01","    1.426035","   -78133.28","    0.372686","           0","    0.372686","    20419.68","    -57713.6","22SEP2021:00:00:00.000000","01FEB2023:00:00:00.000000","01OCT2021:00:00:00.000000","01OCT2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","4703565200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1"," -5479058.01","    1.461154","   -80057.48","    0.327917","           0","    0.327917","    17966.76","   -62090.71","15JUN2021:00:00:00.000000","18MAR2022:00:00:00.000000","18NOV2021:00:00:00.000000","18NOV2021:00:00:00.000000","18MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5469305200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1"," -5479058.01","    1.394898","   -76427.27","    0.344528","           0","    0.344528","    18876.89","   -57550.38","01OCT2021:00:00:00.000000","07MAR2023:00:00:00.000000","07NOV2021:00:00:00.000000","07NOV2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5303690200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_6M","          -1"," -5479058.01","    1.402949","   -76868.39","    0.504228","           0","    0.504228","    27626.94","   -49241.44","18AUG2021:00:00:00.000000","31OCT2023:00:00:00.000000","18AUG2021:00:00:00.000000","18AUG2021:00:00:00.000000","30JUN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","3907586200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1"," -3287434.81","    1.469392","    -48305.3","    0.407368","           0","    0.407368","    13391.96","   -34913.35","14MAY2021:00:00:00.000000","28SEP2022:00:00:00.000000","28SEP2021:00:00:00.000000","28SEP2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5195431200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_12M","          -1"," -5479058.01","    1.351808","   -74066.34","    0.500599","           0","    0.500599","    27428.11","   -46638.23","04AUG2021:00:00:00.000000","05JUL2023:00:00:00.000000","04AUG2021:00:00:00.000000","04AUG2021:00:00:00.000000","31DEC2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5775217200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_1M","          -1"," -5479058.01","    1.795107","   -98354.95","    0.385015","           0","    0.385015","     21095.2","   -77259.76","15OCT2021:00:00:00.000000","11DEC2023:00:00:00.000000","11DEC2021:00:00:00.000000","11DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5423144200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1"," -5479058.01","     1.39466","   -76414.23","    0.374268","           0","    0.374268","    20506.36","   -55907.87","28SEP2021:00:00:00.000000","08FEB2023:00:00:00.000000","08OCT2021:00:00:00.000000","08OCT2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5212487200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_12M","          -1"," -5479058.01","    1.351808","   -74066.34","    0.500599","           0","    0.500599","    27428.11","   -46638.23","04AUG2021:00:00:00.000000","26JUL2024:00:00:00.000000","04AUG2021:00:00:00.000000","04AUG2021:00:00:00.000000","31DEC2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5236254200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1"," -3068272.49","    1.452577","   -44569.02","    0.432201","           0","    0.432201","     13261.1","   -31307.92","05AUG2021:00:00:00.000000","18AUG2022:00:00:00.000000","17SEP2021:00:00:00.000000","17SEP2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","4162721200221","        2411","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Fixed","Austria","Niederoesterreich","AT-3","Fixed","          -1"," -2082042.04","        0.52","   -10826.62","    0.572538","           0","    0.572538","    11920.48","     1093.86","16MAY2021:00:00:00.000000","17JAN2024:00:00:00.000000","16MAY2021:00:00:00.000000","16MAY2021:00:00:00.000000","17JAN2024:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5106784200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_3M","          -1"," -5479058.01","    1.455138","   -79727.86","    0.424515","           0","    0.424515","    23259.42","   -56468.43","20JUN2021:00:00:00.000000","20APR2022:00:00:00.000000","20SEP2021:00:00:00.000000","20SEP2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5327262200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Austria","Niederoesterreich","AT-3","EURIBOR_6M","          -1"," -5479058.01","    1.405017","    -76981.7","    0.496324","           0","    0.496324","    27193.88","   -49787.82","10SEP2021:00:00:00.000000","12DEC2023:00:00:00.000000","12DEC2021:00:00:00.000000","12DEC2021:00:00:00.000000","30JUN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","80535420031","        2420","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Subordinated Notes","Subordinated Notes","Belgium","Region de Brussel-Capitale","BE-04000","EURIBOR_3M","          -1","  -153455.34","    -0.77771","     1193.44","    0.333695","           0","    0.333695","      512.07","     1705.51","20NOV2021:00:00:00.000000","23APR2023:00:00:00.000000","20NOV2021:00:00:00.000000","20NOV2021:00:00:00.000000","31MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","4530619200123","        2220","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Short-Term Borrowing","Certificates of Deposit","Certificates of Deposit","Belgium","Region de Brussel-Capitale","BE-04000","EURIBOR_12M","          -1","-15413131.66","    0.431796","   -66553.29","     0.42481","           0","     0.42481","    65476.52","    -1076.76","11MAR2021:00:00:00.000000","09JUN2022:00:00:00.000000","09JUN2021:00:00:00.000000","09JUN2021:00:00:00.000000","09JUN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","468209420031","        2420","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Subordinated Notes","Subordinated Notes","Belgium","Region de Brussel-Capitale","BE-04000","Fixed","          -1","-11262776.89","           6","  -675766.61","    0.920104","           0","    0.920104","   103629.26","  -572137.35","26NOV2021:00:00:00.000000","12JAN2028:00:00:00.000000","26NOV2021:00:00:00.000000","26NOV2021:00:00:00.000000","12JAN2028:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","1922241200121","        2211","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Short-Term Borrowing","Commercial Paper","Commercial Paper - Fixed","Belgium","Region de Brussel-Capitale","BE-04000","Fixed","          -1"," -6985205.59","         1.5","  -104778.08","    0.839038","           0","    0.839038","    58608.53","   -46169.55","21NOV2020:00:00:00.000000","30MAY2030:00:00:00.000000","21NOV2020:00:00:00.000000","21NOV2020:00:00:00.000000","30MAY2030:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","369275620031","        2420","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Subordinated Notes","Subordinated Notes","Belgium","Region de Brussel-Capitale","BE-04000","Fixed","          -1"," -5715859.27","         7.5","  -428689.45","    1.275334","           0","    1.275334","     72896.3","  -355793.15","21NOV2021:00:00:00.000000","02APR2032:00:00:00.000000","23NOV2021:00:00:00.000000","23NOV2021:00:00:00.000000","02APR2032:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","5047866200221","        2412","EUR","TP1TPM3","","EUR TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Long-/Medium-Term Debt","Senior Notes","Senior Notes - Floating","Belgium","Region de Brussel-Capitale","BE-04000","EURIBOR_1M","          -1"," -5479058.01","    1.819218","   -99676.01","    0.289071","           0","    0.289071","    15838.37","   -83837.64","17JUN2021:00:00:00.000000","22FEB2022:00:00:00.000000","18NOV2021:00:00:00.000000","18NOV2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
